material_id,original_formula,M_element,composition_reduced,nsites,volume,density,density_atomic,spacegroup_symbol,spacegroup_number,crystal_system,formation_energy_per_atom,energy_above_hull,band_gap,Li_count
mp-1177925,Li2Mn2(PO4)3,Mn,Li2 Mn2 P3 O12,76,907.4614804137825,2.991272371675751,11.940282637023454,Pbcn,60,Orthorhombic,-2.466460257050386,0.018493405014622002,0.0,2
mp-759126,Li2Mn2(PO4)3,Mn,Li2 Mn2 P3 O12,76,904.0017701612894,3.002720286971801,11.894760133701176,P1,1,Triclinic,-2.461004393892491,0.023949268172517003,0.326999999999999,2
mp-759308,Li2Mn2(PO4)3,Mn,Li2 Mn2 P3 O12,38,453.11435994793385,2.995341457544664,11.924062103892997,P-1,2,Triclinic,-2.470617193760912,0.014336468304096002,0.8459,2
mp-774345,Li2Mn2(PO4)3,Mn,Li2 Mn2 P3 O12,38,453.19009546068366,2.994840886761189,11.926055143702202,P-1,2,Triclinic,-2.459698747708281,0.025254914356727002,0.9609000000000001,2
mp-778246,Li2Mn2(PO4)3,Mn,Li2 Mn2 P3 O12,38,458.3100149900246,2.961384615150517,12.060789868158542,C2/c,15,Monoclinic,-2.455321072181964,0.029632589883044003,0.0,2
mp-1244614,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,922.9066907102397,2.991166592629598,11.536333633877996,Pc,7,Monoclinic,-2.501385330489533,0.066136064750033,1.0426,3
mp-26039,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,923.3652134141756,2.989681245581592,11.542065167677196,P2_1/c,14,Monoclinic,-2.563618484989533,0.0039029102500340003,1.190899999999999,3
mp-26367,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,40,431.7279888012597,3.197114540838348,10.793199720031492,C2/c,15,Monoclinic,-2.544119331739533,0.023402063500034,1.204,3
mp-26453,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,40,419.22207053049954,3.292488463063834,10.480551763262488,C2/m,12,Monoclinic,-2.537969623989532,0.029551771250035,0.0,3
mp-26601,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,40,476.4240593701003,2.897174908648258,11.910601484252506,R-3,148,Trigonal,-2.528964814989533,0.038556580250034,0.0,3
mp-26845,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,40,461.0415328184911,2.9938383690625363,11.526038320462277,C2/c,15,Monoclinic,-2.535231094489532,0.032290300750035,1.426,3
mp-31969,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,904.3957204259752,3.052389124604176,11.30494650532469,P2_1/c,14,Monoclinic,-2.556454397364533,0.011066997875034,1.084699999999999,3
mp-32024,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,40,477.22020419082764,2.892341561740466,11.930505104770692,Cc,9,Monoclinic,-2.533599572489533,0.033921822750034004,0.9571000000000001,3
mp-757748,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,935.0963541473881,2.952174553053268,11.688704426842351,C2,5,Monoclinic,-2.515173628239533,0.052347767000034004,0.7835999999999991,3
mp-758937,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,937.7336994346952,2.943871658905924,11.72167124293369,P2_12_12,18,Orthorhombic,-2.548164625239532,0.019356770000035002,0.7339,3
mp-758956,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,921.2494285795856,2.996547488363867,11.51561785724482,P2/c,13,Monoclinic,-2.5180210096145332,0.049500385625034005,0.8166000000000001,3
mp-773057,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,936.6658884901003,2.947227709783286,11.708323606126253,P2_1/c,14,Monoclinic,-2.556238588114533,0.011282807125034001,0.8770000000000001,3
mp-780607,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,40,468.85416422618954,2.943951309383085,11.721354105654738,C2,5,Monoclinic,-2.510068517989532,0.057452877250035006,0.5819000000000001,3
mp-850909,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,932.2896584270776,2.961062193936943,11.65362073033847,C2,5,Monoclinic,-2.505562026489532,0.06195936875003401,0.5011,3
mp-860928,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,1009.733957219571,2.73395545591868,12.621674465244638,C2/c,15,Monoclinic,-2.504537795614533,0.062983599625034,1.3973,3
mp-863434,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,829.8339879375699,3.326650512625772,10.372924849219624,Ia-3d,230,Cubic,-2.485501249739532,0.082020145500035,0.0,3
