material_id,original_formula,M_element,composition_reduced,nsites,volume,density,density_atomic,spacegroup_symbol,spacegroup_number,crystal_system,formation_energy_per_atom,energy_above_hull,band_gap,Li_count,a,b,c,alpha,beta,gamma,Li_mass_frac,P_mass_frac,O_mass_frac,M_mass_frac,total_elec_neg,mean_radius
mp-777539,LiCr2(PO4)3,Cr,Li1 Cr2 P3 O12,36,426.6995257006717,3.080949676385114,11.852764602796436,C2/c,15,Monoclinic,-2.400987187347883,0.09872508333334,0.0,1,9.567406716341528,9.567406716341528,8.102374321809934,73.79548054298503,73.79548054298503,37.012798162379305,0.01753453982251125,0.23474023767842633,0.48501734580542255,0.2627078766936398,52.150000000000006,0.8027777777777777
mp-939764,LiCr2(PO4)3,Cr,Li1 Cr2 P3 O12,36,436.3387657545188,3.012887849531054,12.120521270958854,P-1,2,Triclinic,1.326800908207673,3.826513178888896,0.0,1,8.324629,8.344246877392111,8.683029371258455,118.44634003758921,90.24742162370487,119.84613132168913,0.01753453982251125,0.23474023767842633,0.48501734580542255,0.2627078766936398,52.150000000000006,0.8027777777777777
mp-759437,Li2Fe2(PO4)3,Fe,Li2 Fe2 P3 O12,76,937.8001984358352,2.907349276468998,12.33947629520836,P1,1,Triclinic,-2.390384560557644,0.034292016249998,0.0,2,8.719053,8.80585565313627,12.214496471062612,90.03089116564723,90.09169582869708,90.28852787113078,0.03381844226505646,0.22636890547369248,0.4677206038111606,0.27209204845009044,53.47,0.8368421052631578
mp-771817,Li2Fe2(PO4)3,Fe,Li2 Fe2 P3 O12,38,466.932923675834,2.919597858864818,12.287708517785106,P-1,2,Triclinic,-2.367340189505012,0.057336387302629,0.0,2,8.536044,8.546279735830614,8.78625957299453,62.240031255634534,61.36177142326261,60.495027666321704,0.03381844226505646,0.22636890547369248,0.4677206038111606,0.27209204845009044,53.47,0.8368421052631578
mp-776769,Li2Fe2(PO4)3,Fe,Li2 Fe2 P3 O12,38,473.4079159509488,2.879665333561312,12.458103051340755,C2/c,15,Monoclinic,-2.382787737662907,0.041888839144735,0.0,2,8.714955313674363,8.714955313674363,8.771003497787982,59.84427936188326,59.84427936188326,61.012450580477044,0.03381844226505646,0.22636890547369248,0.4677206038111606,0.27209204845009044,53.47,0.8368421052631578
mp-849334,Li2Fe2(PO4)3,Fe,Li2 Fe2 P3 O12,76,931.6186072310958,2.926640480591619,12.258139568830208,Pbcn,60,Orthorhombic,-2.402089132794486,0.022587444013155,0.001899999999999,2,8.664449,8.796808,12.222839,90.0,90.0,90.0,0.03381844226505646,0.22636890547369248,0.4677206038111606,0.27209204845009044,53.47,0.8368421052631578
mp-19430,Li3Fe2(PO4)3,Fe,Li3 Fe2 P3 O12,40,468.015053438089,2.962101234428311,11.700376335952226,R-3,148,Trigonal,-2.501981877446428,0.010260171749998,2.477299999999999,3,9.036074714557035,9.036074714557035,9.036074404946099,55.56637602843482,55.56637602843482,55.566376551557916,0.049884161086758035,0.22260483115846488,0.45994332049645664,0.2675676872583204,54.45,0.8674999999999999
mp-25993,Li3Fe2(PO4)3,Fe,Li3 Fe2 P3 O12,80,924.214427200088,2.999970411022088,11.5526803400011,P2_1/c,14,Monoclinic,-2.506846264196427,0.005395784999999,2.6074,3,8.736508,8.677536,14.916715641285148,54.81237540278971,90.0,90.0,0.049884161086758035,0.22260483115846488,0.45994332049645664,0.2675676872583204,54.45,0.8674999999999999
mp-26069,Li3Fe2(PO4)3,Fe,Li3 Fe2 P3 O12,80,900.3438470407593,3.079507839313831,11.254298088009492,P2_1/c,14,Monoclinic,-2.500679353571428,0.011562695624999,2.4969,3,8.756093,8.50317,14.720016936309177,55.235478954759834,90.0,90.0,0.049884161086758035,0.22260483115846488,0.45994332049645664,0.2675676872583204,54.45,0.8674999999999999
mp-26677,Li3Fe2(PO4)3,Fe,Li3 Fe2 P3 O12,40,416.08320038098935,3.331804711775466,10.402080009524736,C2/m,12,Monoclinic,-2.471529128446428,0.040712920749998,1.3953,3,4.890050559950991,4.890050559950991,18.888898302441703,89.75417961763536,89.75417961763536,67.10173660969595,0.049884161086758035,0.22260483115846488,0.45994332049645664,0.2675676872583204,54.45,0.8674999999999999
mp-26825,Li3Fe2(PO4)3,Fe,Li3 Fe2 P3 O12,40,430.91667262004097,3.217113784646637,10.772916815501024,C2/c,15,Monoclinic,-2.469539166946428,0.042702882249998,2.2355,3,8.62262059872989,8.62262059872989,6.4174742393133135,73.56092068420276,73.56092068420276,95.44150919337036,0.049884161086758035,0.22260483115846488,0.45994332049645664,0.2675676872583204,54.45,0.8674999999999999
mp-504385,Li3Fe2(PO4)3,Fe,Li3 Fe2 P3 O12,80,916.5100508516248,3.025188793580241,11.456375635645308,P2/c,13,Monoclinic,-2.469461976821428,0.042780072374998,2.5408,3,8.799042,8.471914,12.306173890124624,87.53286287887792,90.0,90.0,0.049884161086758035,0.22260483115846488,0.45994332049645664,0.2675676872583204,54.45,0.8674999999999999
mp-585226,Li3Fe2(PO4)3,Fe,Li3 Fe2 P3 O12,40,456.9174589049714,3.034044640890636,11.422936472624285,C2/c,15,Monoclinic,-2.477361703696428,0.034880345499998,1.482899999999999,3,8.444485376987338,8.444485376987338,8.673840655310023,61.482126631511,61.482126631511,63.104441394980284,0.049884161086758035,0.22260483115846488,0.45994332049645664,0.2675676872583204,54.45,0.8674999999999999
mp-6373,Li3Fe2(PO4)3,Fe,Li3 Fe2 P3 O12,80,935.9713934415746,2.96228704687764,11.699642418019682,P2_1/c,14,Monoclinic,-2.505809572571428,0.006432476624999,2.4096,3,8.748623,8.715432,15.031122782916384,54.75206408555677,90.0,90.0,0.049884161086758035,0.22260483115846488,0.45994332049645664,0.2675676872583204,54.45,0.8674999999999999
mp-705329,Li3Fe2(PO4)3,Fe,Li3 Fe2 P3 O12,40,473.4271120983992,2.9282394947247123,11.83567780245998,Cc,9,Monoclinic,-2.479199616196427,0.033042432999999,2.5251,3,8.758371203364298,8.758371203364298,8.71305199756578,60.25531281824797,60.25531281824797,59.7260352179231,0.049884161086758035,0.22260483115846488,0.45994332049645664,0.2675676872583204,54.45,0.8674999999999999
mp-758654,Li3Fe2(PO4)3,Fe,Li3 Fe2 P3 O12,40,467.63481139983634,2.964509770712252,11.690870284995908,P1,1,Triclinic,-2.501089928196428,0.011152120999998,2.45,3,9.050103917143327,8.4131741296352,8.417284510307702,59.8076126853336,117.69662899790586,117.683480925347,0.049884161086758035,0.22260483115846488,0.45994332049645664,0.2675676872583204,54.45,0.8674999999999999
mp-758962,Li3Fe2(PO4)3,Fe,Li3 Fe2 P3 O12,80,930.9259650573856,2.978342036972916,11.63657456321732,C2,5,Monoclinic,-2.451711571446428,0.060530477749998,2.2006,3,9.782028716280177,9.782028716280177,9.780827048065005,86.55111142423914,86.55111142423914,86.45219920692735,0.049884161086758035,0.22260483115846488,0.45994332049645664,0.2675676872583204,54.45,0.8674999999999999
mp-759282,Li3Fe2(PO4)3,Fe,Li3 Fe2 P3 O12,80,932.7623291747642,2.972478463504189,11.659529114684553,P2_12_12,18,Orthorhombic,-2.502820747946428,0.009421301249998,2.380099999999999,3,8.75202,8.762832,12.16237,90.0,90.0,90.0,0.049884161086758035,0.22260483115846488,0.45994332049645664,0.2675676872583204,54.45,0.8674999999999999
mp-765598,Li3Fe2(PO4)3,Fe,Li3 Fe2 P3 O12,80,815.8784466241459,3.398319868005122,10.198480582801825,Ia-3d,230,Cubic,-2.458414962571427,0.053827086624999,2.4593,3,10.195670313382392,10.195670313382392,10.195670313382392,109.47122063449069,109.47122063449069,109.47122063449069,0.049884161086758035,0.22260483115846488,0.45994332049645664,0.2675676872583204,54.45,0.8674999999999999
mp-772738,Li3Fe2(PO4)3,Fe,Li3 Fe2 P3 O12,80,929.5433498751712,2.982772062661012,11.61929187343964,C2,5,Monoclinic,-2.464682442821428,0.047559606374997,2.2367,3,9.795862868698448,9.795862868698448,9.751045189897747,86.42361484553096,86.42361484553096,85.58237063702961,0.049884161086758035,0.22260483115846488,0.45994332049645664,0.2675676872583204,54.45,0.8674999999999999
mp-773158,Li3Fe2(PO4)3,Fe,Li3 Fe2 P3 O12,80,1017.6060574051622,2.72464566701775,12.720075717564528,C2,5,Monoclinic,-2.423845695696428,0.088396353499998,2.4012,3,9.164171367813294,9.164171367813294,16.303044884088525,65.25844216148145,65.25844216148145,57.799791764786846,0.049884161086758035,0.22260483115846488,0.45994332049645664,0.2675676872583204,54.45,0.8674999999999999
mp-775523,Li3Fe2(PO4)3,Fe,Li3 Fe2 P3 O12,40,464.3827511689341,2.9852701549108183,11.609568779223354,C2,5,Monoclinic,-2.4626752199464272,0.049566829249998,2.269,3,8.603100412913069,8.603100412913069,8.544419718939432,61.7149647183591,61.7149647183591,61.72075627626165,0.049884161086758035,0.22260483115846488,0.45994332049645664,0.2675676872583204,54.45,0.8674999999999999
mp-849164,Li3Fe2(PO4)3,Fe,Li3 Fe2 P3 O12,40,467.634818857132,2.964509723437701,11.6908704714283,P1,1,Triclinic,2.596727636553571,5.108969685749999,0.001599999999999,3,8.390747,8.41317435921359,9.050103996905118,117.6834799010314,90.02470970879982,119.8794804040803,0.049884161086758035,0.22260483115846488,0.45994332049645664,0.2675676872583204,54.45,0.8674999999999999
mp-849395,Li3Fe2(PO4)3,Fe,Li3 Fe2 P3 O12,40,470.1658220908261,2.948551133204639,11.754145552270652,P-1,2,Triclinic,-2.4920816104464283,0.020160438749998,2.5377,3,8.489202072336479,8.99193021000775,8.51172065883914,89.64086677367054,60.03624787041929,118.24176910295175,0.049884161086758035,0.22260483115846488,0.45994332049645664,0.2675676872583204,54.45,0.8674999999999999
mp-1177430,Li4Fe2(PO4)3,Fe,Li4 Fe2 P3 O12,42,469.0319613196583,3.004826295583766,11.167427650468056,P-1,2,Triclinic,-2.508488604393424,0.038873172976181,2.151399999999999,4,8.443702,8.459477925630221,8.965428605085258,62.074009071594,61.94724240113988,60.804081266631634,0.06542433541998255,0.2189638878735099,0.4524204489778715,0.26319132772863607,55.43,0.895238095238095
mp-772975,Li4Fe2(PO4)3,Fe,Li4 Fe2 P3 O12,42,482.1302104325478,2.923192822905903,11.479290724584471,P-1,2,Triclinic,-2.516925804155328,0.030435973214276,1.5499,4,8.393271,8.409302672016508,9.212585760708988,62.89713382651135,63.05698776224393,60.71010280918114,0.06542433541998255,0.2189638878735099,0.4524204489778715,0.26319132772863607,55.43,0.895238095238095
mp-780568,Li4Fe2(PO4)3,Fe,Li4 Fe2 P3 O12,84,964.2854733584552,2.923116877274855,11.479588968553038,Pbcn,60,Orthorhombic,-2.498021832607709,0.049339944761896,0.0,4,8.797801,8.963662,12.227735,90.0,90.0,90.0,0.06542433541998255,0.2189638878735099,0.4524204489778715,0.26319132772863607,55.43,0.895238095238095
mp-1177302,Li5Fe2(PO4)3,Fe,Li5 Fe2 P3 O12,88,966.7583119544876,2.963328386117899,10.98588990857372,P2_1,4,Monoclinic,-2.5278763624134197,0.051412440568176,3.9183,5,8.820147,8.717884,12.574963547980447,88.93004595174104,90.0,90.0,0.0804643378182856,0.21544013102473805,0.44513970660938035,0.25895582454759597,56.410000000000004,0.9204545454545454
mp-1101524,LiFe2(PO4)3,Fe,Li1 Fe2 P3 O12,72,923.2074162765996,2.903366539840226,12.822325226063883,P2/c,13,Monoclinic,-2.248140174570105,0.079241432916664,0.0,1,8.681988,8.645064,12.300229002994415,89.85946012088603,90.0,90.0,0.01720006076347068,0.23026246440280038,0.47576542661703974,0.27677204821668916,52.49,0.8027777777777777
mp-1101593,LiFe2(PO4)3,Fe,Li1 Fe2 P3 O12,36,459.6913861634427,2.915444581331365,12.769205171206742,C2/c,15,Monoclinic,-2.249609763181217,0.077771844305553,0.0,1,8.618145976398694,8.618145976398694,8.723834015085398,59.96477969586846,59.96477969586846,60.5205704179835,0.01720006076347068,0.23026246440280038,0.47576542661703974,0.27677204821668916,52.49,0.8027777777777777
mp-26054,LiFe2(PO4)3,Fe,Li1 Fe2 P3 O12,36,444.11034579091023,3.017729205313063,12.33639849419195,P-1,2,Triclinic,-2.219857162070107,0.107524445416664,0.137499999999999,1,8.254951,8.267165912095875,8.85897084715516,90.27412932085367,117.62484482173134,119.54726847112107,0.01720006076347068,0.23026246440280038,0.47576542661703974,0.27677204821668916,52.49,0.8027777777777777
mp-26070,LiFe2(PO4)3,Fe,Li1 Fe2 P3 O12,72,857.4282570938075,3.126103553940343,11.908725792969548,P2_1/c,14,Monoclinic,-2.217951650820105,0.109429956666665,0.019699999999999,1,8.63003,8.365578,11.876539154981218,89.92507404778198,90.0,90.0,0.01720006076347068,0.23026246440280038,0.47576542661703974,0.27677204821668916,52.49,0.8027777777777777
mp-26581,LiFe2(PO4)3,Fe,Li1 Fe2 P3 O12,36,462.9090807398785,2.895179240668237,12.858585576107735,R-3c,167,Trigonal,-2.248456408181217,0.078925199305553,0.0,1,8.697105543820657,8.697105543820657,8.69710530469558,59.78616225202404,59.78616225202404,59.78616216325173,0.01720006076347068,0.23026246440280038,0.47576542661703974,0.27677204821668916,52.49,0.8027777777777777
mp-26703,LiFe2(PO4)3,Fe,Li1 Fe2 P3 O12,36,433.94424796100486,3.088426144999499,12.054006887805691,P-1,2,Triclinic,-2.216398104847885,0.110983502638886,0.258399999999999,1,8.265867161320038,8.26128599707267,8.736645938070343,118.16805238918248,90.2997351410973,119.70958312656498,0.01720006076347068,0.23026246440280038,0.47576542661703974,0.27677204821668916,52.49,0.8027777777777777
mp-540420,LiFe2(PO4)3,Fe,Li1 Fe2 P3 O12,36,445.665723963528,3.007197297911544,12.379603443431332,C2/c,15,Monoclinic,-2.2054685473478832,0.121913060138886,0.0694,1,8.706648624034967,8.706648332674577,6.4096243401027015,74.8154519066722,105.18453924064954,84.64957619823507,0.01720006076347068,0.23026246440280038,0.47576542661703974,0.27677204821668916,52.49,0.8027777777777777
mp-543094,LiFe2(PO4)3,Fe,Li1 Fe2 P3 O12,72,932.6633963128388,2.873930222142812,12.95365828212276,Pc,7,Monoclinic,-2.248416743736772,0.078964863749998,0.0,1,8.802235,8.685732,14.975782512360748,54.54627705572091,90.0,90.0,0.01720006076347068,0.23026246440280038,0.47576542661703974,0.27677204821668916,52.49,0.8027777777777777
mp-697784,LiFe2(PO4)3,Fe,Li1 Fe2 P3 O12,36,474.5312434460981,2.824270855470335,13.18142342905828,Cc,9,Monoclinic,-2.240043390125661,0.087338217361108,0.0,1,8.689588600757231,8.689588600757231,8.800972567413217,60.737580942544355,60.737580942544355,59.85096088944822,0.01720006076347068,0.23026246440280038,0.47576542661703974,0.27677204821668916,52.49,0.8027777777777777
mp-699352,LiFe2(PO4)3,Fe,Li1 Fe2 P3 O12,36,413.706198981768,3.239508530869212,11.491838860604666,C2/m,12,Monoclinic,-2.186144102625661,0.141237504861108,0.0,1,4.799567884535024,4.799567884535024,19.527483072471423,89.26848290939247,89.26848290939247,66.89652725237653,0.01720006076347068,0.23026246440280038,0.47576542661703974,0.27677204821668916,52.49,0.8027777777777777
mp-759608,LiFe2(PO4)3,Fe,Li1 Fe2 P3 O12,72,950.4160262400916,2.820248657163014,13.20022258666794,P1,1,Triclinic,-2.247951873597882,0.079429733888887,0.0,1,8.779168,8.819964720321844,12.27433078572616,89.7828101357376,89.87829750453587,89.94737471295923,0.01720006076347068,0.23026246440280038,0.47576542661703974,0.27677204821668916,52.49,0.8027777777777777
mp-1021510,LiGe2(PO4)3,Ge,Li1 Ge2 P3 O12,36,419.88662181104087,3.45750424032902,11.663517272528914,R-3,148,Trigonal,-2.477893766514548,0.010175076620362,3.6307,1,8.458557434537996,8.458557434537996,8.458557267521986,59.17502624786284,59.17502624786284,59.17503103757338,0.015878386847218207,0.2125688121955052,0.4392070235240737,0.3323457774332029,52.85,0.786111111111111
mp-541272,LiGe2(PO4)3,Ge,Li1 Ge2 P3 O12,36,421.261210211341,3.446222296709382,11.70170028364836,R-3c,167,Trigonal,-2.478640178181215,0.009428664953696,3.442199999999999,1,8.439702949523756,8.439702949523756,8.439703137183262,59.6051501606588,59.6051501606588,59.60515401970808,0.015878386847218207,0.2125688121955052,0.4392070235240737,0.3323457774332029,52.85,0.786111111111111
mp-14488,Li3In2(PO4)3,In,Li3 In2 P3 O12,80,927.5173654896528,3.833924657744293,11.59396706862066,P2_1/c,14,Monoclinic,-2.583733810488095,0.002502827374999,3.8854,3,8.546821214365051,8.8799697,12.220977815395148,90.0,89.988029863847,90.0,0.03889437206411978,0.17356361092832373,0.35861496407012133,0.4289270529374351,54.35,0.8825
mp-6425,Li3In2(PO4)3,In,Li3 In2 P3 O12,40,485.68927967845855,3.66080933512781,12.142231991961465,R-3,148,Trigonal,-2.5862366378630943,0.0,3.8434,3,9.170696038284564,9.17069719654086,9.170697336782997,55.29093677056714,55.29094945188334,55.29094913747364,0.03889437206411978,0.17356361092832373,0.35861496407012133,0.4289270529374351,54.35,0.8825
mp-1177925,Li2Mn2(PO4)3,Mn,Li2 Mn2 P3 O12,76,907.4614804137824,2.991272371675751,11.940282637023454,Pbcn,60,Orthorhombic,-2.466460257050386,0.018493405014622,0.0,2,8.533096,8.872094,11.986584,90.0,90.0,90.0,0.033968546955836794,0.22737365413396776,0.46979660293780307,0.2688611959723924,52.910000000000004,0.8368421052631578
mp-759126,Li2Mn2(PO4)3,Mn,Li2 Mn2 P3 O12,76,904.0017701612894,3.002720286971801,11.894760133701176,P1,1,Triclinic,-2.461004393892491,0.023949268172517,0.326999999999999,2,8.540052,8.594232170663357,12.319424412477437,90.09238414522986,91.09087596912072,90.37611526521803,0.033968546955836794,0.22737365413396776,0.46979660293780307,0.2688611959723924,52.910000000000004,0.8368421052631578
mp-759308,Li2Mn2(PO4)3,Mn,Li2 Mn2 P3 O12,38,453.11435994793385,2.995341457544664,11.924062103892997,P-1,2,Triclinic,-2.470617193760912,0.014336468304096,0.8459,2,9.125651747853903,8.317786912957617,8.25233199208866,60.973705635977474,61.695171415198516,91.9134405720123,0.033968546955836794,0.22737365413396776,0.46979660293780307,0.2688611959723924,52.910000000000004,0.8368421052631578
mp-774345,Li2Mn2(PO4)3,Mn,Li2 Mn2 P3 O12,38,453.19009546068366,2.994840886761189,11.926055143702202,P-1,2,Triclinic,-2.459698747708281,0.025254914356727,0.9609,2,8.366196021270001,8.395464609897477,9.030766486576319,88.11472658778645,60.02146972401454,118.19579875069425,0.033968546955836794,0.22737365413396776,0.46979660293780307,0.2688611959723924,52.910000000000004,0.8368421052631578
mp-778246,Li2Mn2(PO4)3,Mn,Li2 Mn2 P3 O12,38,458.3100149900246,2.961384615150517,12.060789868158542,C2/c,15,Monoclinic,-2.455321072181964,0.029632589883044,0.0,2,8.599176225804946,8.599176225804946,8.800412371032849,59.416103588095496,59.416103588095496,60.681973894334575,0.033968546955836794,0.22737365413396776,0.46979660293780307,0.2688611959723924,52.910000000000004,0.8368421052631578
mp-1244614,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,922.9066907102396,2.991166592629598,11.536333633877996,Pc,7,Monoclinic,-2.501385330489533,0.066136064750033,1.0426,3,8.542873141312235,12.507635150097542,8.64288037336774,90.0265963662413,90.00638818470873,92.05654028284603,0.05010187646216491,0.2235763718905774,0.46195070581689157,0.2643710458303661,53.89,0.8674999999999999
mp-26039,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,923.3652134141756,2.989681245581592,11.542065167677196,P2_1/c,14,Monoclinic,-2.563618484989533,0.003902910250034,1.190899999999999,3,8.681792,8.510956,12.509414090509994,87.3887641269708,90.0,90.0,0.05010187646216491,0.2235763718905774,0.46195070581689157,0.2643710458303661,53.89,0.8674999999999999
mp-26367,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,40,431.7279888012597,3.197114540838348,10.793199720031492,C2/c,15,Monoclinic,-2.544119331739533,0.023402063500034,1.204,3,8.778855534479652,8.778855534479652,6.192536550159797,75.00310619935037,75.00310619935037,99.29819595896161,0.05010187646216491,0.2235763718905774,0.46195070581689157,0.2643710458303661,53.89,0.8674999999999999
mp-26453,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,40,419.22207053049954,3.292488463063834,10.480551763262488,C2/m,12,Monoclinic,-2.537969623989532,0.029551771250035,0.0,3,4.852643400072274,4.852643400072274,19.12137349563833,89.71546837186874,89.71546837186874,68.60014400856166,0.05010187646216491,0.2235763718905774,0.46195070581689157,0.2643710458303661,53.89,0.8674999999999999
mp-26601,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,40,476.4240593701003,2.897174908648258,11.910601484252506,R-3,148,Trigonal,-2.528964814989533,0.038556580250034,0.0,3,9.059401124556745,9.059401124556745,9.059401480156899,55.95080042041458,55.95080042041458,55.95079364870456,0.05010187646216491,0.2235763718905774,0.46195070581689157,0.2643710458303661,53.89,0.8674999999999999
mp-26845,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,40,461.0415328184911,2.9938383690625363,11.526038320462275,C2/c,15,Monoclinic,-2.535231094489532,0.032290300750035,1.426,3,8.819953086934477,8.819953086934477,11.515695879673968,45.846209837731195,45.846209837731195,60.270426435606474,0.05010187646216491,0.2235763718905774,0.46195070581689157,0.2643710458303661,53.89,0.8674999999999999
mp-31969,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,904.3957204259752,3.052389124604176,11.30494650532469,P2_1/c,14,Monoclinic,-2.556454397364533,0.011066997875034,1.084699999999999,3,8.723464,8.504265,14.494079492215468,57.255325120425134,90.0,90.0,0.05010187646216491,0.2235763718905774,0.46195070581689157,0.2643710458303661,53.89,0.8674999999999999
mp-32024,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,40,477.2202041908277,2.892341561740466,11.930505104770692,Cc,9,Monoclinic,-2.533599572489533,0.033921822750034,0.9571,3,8.681415499845288,8.681415499845288,8.874121641537263,60.2965771863148,60.2965771863148,60.614662811261724,0.05010187646216491,0.2235763718905774,0.46195070581689157,0.2643710458303661,53.89,0.8674999999999999
mp-757748,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,935.096354147388,2.952174553053268,11.688704426842351,C2,5,Monoclinic,-2.515173628239533,0.052347767000034,0.7835999999999991,3,9.827644040821177,9.827644040821177,9.754253119210151,86.5667346653356,86.5667346653356,84.78111922727577,0.05010187646216491,0.2235763718905774,0.46195070581689157,0.2643710458303661,53.89,0.8674999999999999
mp-758937,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,937.7336994346952,2.943871658905924,11.72167124293369,P2_12_12,18,Orthorhombic,-2.548164625239532,0.019356770000035,0.7339,3,8.658279,8.935645,12.120542,90.0,90.0,90.0,0.05010187646216491,0.2235763718905774,0.46195070581689157,0.2643710458303661,53.89,0.8674999999999999
mp-758956,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,921.2494285795856,2.996547488363867,11.51561785724482,P2/c,13,Monoclinic,-2.518021009614533,0.049500385625034,0.8166000000000001,3,8.711265,8.675011,12.220921644895446,85.96472924018414,90.0,90.0,0.05010187646216491,0.2235763718905774,0.46195070581689157,0.2643710458303661,53.89,0.8674999999999999
mp-773057,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,936.6658884901004,2.947227709783286,11.708323606126251,P2_1/c,14,Monoclinic,-2.556238588114533,0.011282807125034,0.8770000000000001,3,8.787399,8.555903,14.880309151813782,56.84911757158115,90.0,90.0,0.05010187646216491,0.2235763718905774,0.46195070581689157,0.2643710458303661,53.89,0.8674999999999999
mp-780607,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,40,468.8541642261896,2.943951309383085,11.721354105654738,C2,5,Monoclinic,-2.510068517989532,0.057452877250035,0.5819000000000001,3,8.561967428441898,8.561967428441898,8.711805524393034,61.79418417148295,61.79418417148295,61.53144895031958,0.05010187646216491,0.2235763718905774,0.46195070581689157,0.2643710458303661,53.89,0.8674999999999999
mp-850909,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,932.2896584270776,2.961062193936943,11.65362073033847,C2,5,Monoclinic,-2.505562026489532,0.061959368750034,0.5011,3,9.741162599162998,9.741162599162998,9.895905078330632,85.16108906469196,85.16108906469196,88.98325897442717,0.05010187646216491,0.2235763718905774,0.46195070581689157,0.2643710458303661,53.89,0.8674999999999999
mp-860928,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,1009.733957219571,2.73395545591868,12.621674465244638,C2/c,15,Monoclinic,-2.504537795614533,0.062983599625034,1.3973,3,9.156049056904676,9.156049056904676,16.562408014149664,64.61019841275649,64.61019841275649,56.335863898672514,0.05010187646216491,0.2235763718905774,0.46195070581689157,0.2643710458303661,53.89,0.8674999999999999
mp-863434,Li3Mn2(PO4)3,Mn,Li3 Mn2 P3 O12,80,829.8339879375699,3.326650512625772,10.372924849219624,Ia-3d,230,Cubic,-2.485501249739532,0.082020145500035,0.0,3,10.253474044983387,10.253474044983387,10.253474044983387,109.47122063449069,109.47122063449069,109.47122063449069,0.05010187646216491,0.2235763718905774,0.46195070581689157,0.2643710458303661,53.89,0.8674999999999999
mp-760127,Li4Mn2(PO4)3,Mn,Li4 Mn2 P3 O12,84,978.1753991310654,2.869292021149903,11.644945227750778,P2_1/c,14,Monoclinic,-2.588878247410666,0.035984600952388,0.085099999999999,4,8.755857,8.903928,15.268519835531178,55.26032043282895,90.0,90.0,0.06570518427440651,0.21990384021195902,0.45436256675404385,0.26002840875959055,54.870000000000005,0.895238095238095
mp-764125,Li4Mn2(PO4)3,Mn,Li4 Mn2 P3 O12,42,489.1150351007476,2.869131662895797,11.645596073827322,P-1,2,Triclinic,-2.583221307529714,0.04164154083334,0.8636,4,8.583165,8.703153227001406,8.87286197499685,89.69156437658495,118.31968448746045,118.85029360279027,0.06570518427440651,0.21990384021195902,0.45436256675404385,0.26002840875959055,54.870000000000005,0.895238095238095
mp-772945,Li4Mn2(PO4)3,Mn,Li4 Mn2 P3 O12,42,493.2946138724204,2.844822129699728,11.745109854105248,P-1,2,Triclinic,-2.597144554910666,0.027718293452387,0.254799999999999,4,8.376641,8.519458201765003,9.23860982209196,92.29689528358465,115.48487041221557,119.11043786242404,0.06570518427440651,0.21990384021195902,0.45436256675404385,0.26002840875959055,54.870000000000005,0.895238095238095
mp-779625,Li4Mn2(PO4)3,Mn,Li4 Mn2 P3 O12,84,957.7086954395738,2.930610196374659,11.40129399332826,P2_1/c,14,Monoclinic,-2.593958297291617,0.030904551071436,0.0,4,8.888442,8.648767,14.934862036668601,56.52907428612921,90.0,90.0,0.06570518427440651,0.21990384021195902,0.45436256675404385,0.26002840875959055,54.870000000000005,0.895238095238095
mp-1177120,Li5Mn2(PO4)3,Mn,Li5 Mn2 P3 O12,44,524.2116871181001,2.721013423356074,11.91390197995682,P-1,2,Triclinic,-2.59317070165715,0.083820740454543,3.673,5,8.785257808580804,9.100663231764704,8.620601064828659,116.239331233085,60.67160924052759,113.47262240032708,0.08080416716950506,0.21635001087881836,0.44701968899413197,0.2558261329575447,55.85,0.9204545454545454
mp-768628,Li5Mn2(PO4)3,Mn,Li5 Mn2 P3 O12,44,509.6974651129936,2.79849741260195,11.584033298022582,P-1,2,Triclinic,-2.586262528020787,0.090728914090906,3.6834,5,8.50624,8.533366378256181,9.406932489273323,63.17112291038916,63.54513924812424,60.936378585279606,0.08080416716950506,0.21635001087881836,0.44701968899413197,0.2558261329575447,55.85,0.9204545454545454
mp-768651,Li5Mn2(PO4)3,Mn,Li5 Mn2 P3 O12,44,485.9005911188463,2.935553204502288,11.043195252701052,P1,1,Triclinic,-2.6266615598389693,0.050329882272724,3.9877,5,8.360304384488376,8.35954969280873,9.312064086703602,90.1513938479204,116.21048240316979,119.75651405695642,0.08080416716950506,0.21635001087881836,0.44701968899413197,0.2558261329575447,55.85,0.9204545454545454
